0.000000 0.000000 0.000000, -0.000006 -0.000000 0.020000, -0.033130 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000006 -0.000000 0.020000, -0.033130 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000006 -0.000000 0.020000, -0.033130 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000006 -0.000000 0.020000, -0.033130 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000006 -0.000000 0.020000, -0.033131 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000006 -0.000000 0.020000, -0.033131 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000006 -0.000000 0.020000, -0.033131 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000006 -0.000000 0.020000, -0.033131 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000006 -0.000000 0.020000, -0.033131 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000006 -0.000000 0.020000, -0.033131 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000006 -0.000000 0.020000, -0.033131 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000006 -0.000000 0.020000, -0.033131 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000006 -0.000000 0.020000, -0.033131 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000006 -0.000000 0.020000, -0.033131 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000006 -0.000000 0.020000, -0.033131 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000006 -0.000000 0.020000, -0.033131 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000007 -0.000000 0.020000, -0.033131 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000007 -0.000000 0.020000, -0.033131 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000007 -0.000000 0.020000, -0.033131 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000007 -0.000000 0.020000, -0.033131 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000007 -0.000000 0.020000, -0.033132 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000007 -0.000000 0.020000, -0.033132 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000007 -0.000000 0.020000, -0.033132 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000007 -0.000000 0.020000, -0.033132 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000007 -0.000000 0.020000, -0.033132 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000007 -0.000000 0.020000, -0.033132 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000007 -0.000000 0.020000, -0.033132 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000007 -0.000000 0.020000, -0.033132 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000007 -0.000000 0.020000, -0.033132 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000007 -0.000000 0.020000, -0.033132 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000007 -0.000000 0.020000, -0.033132 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000007 -0.000000 0.020000, -0.033132 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000007 -0.000000 0.020000, -0.033132 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000008 -0.000000 0.020000, -0.033132 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000008 -0.000000 0.020000, -0.033132 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000008 -0.000000 0.020000, -0.033132 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000008 -0.000000 0.020000, -0.033132 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000008 -0.000000 0.020000, -0.033133 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000008 -0.000000 0.020000, -0.033133 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000008 -0.000000 0.020000, -0.033133 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000008 -0.000000 0.020000, -0.033133 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000008 -0.000000 0.020000, -0.033133 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000008 -0.000000 0.020000, -0.033133 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000008 -0.000000 0.020000, -0.033133 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000008 -0.000000 0.020000, -0.033133 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000008 -0.000000 0.020000, -0.033133 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000008 -0.000000 0.020000, -0.033133 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000008 -0.000000 0.020000, -0.033133 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000008 -0.000000 0.020000, -0.033133 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000008 -0.000000 0.020000, -0.033133 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000009 -0.000000 0.020000, -0.033133 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000009 -0.000000 0.020000, -0.033133 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000009 -0.000000 0.020000, -0.033133 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000009 -0.000000 0.020000, -0.033134 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000009 -0.000000 0.020000, -0.033134 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000009 -0.000000 0.020000, -0.033134 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000009 -0.000000 0.020000, -0.033134 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000009 -0.000000 0.020000, -0.033134 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000009 -0.000000 0.020000, -0.033134 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000009 -0.000000 0.020000, -0.033134 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000009 -0.000000 0.020000, -0.033134 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000009 -0.000000 0.020000, -0.033134 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000009 -0.000000 0.020000, -0.033134 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000009 -0.000000 0.020000, -0.033134 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000009 -0.000000 0.020000, -0.033134 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000009 -0.000000 0.020000, -0.033134 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000010 -0.000000 0.020000, -0.033134 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000010 -0.000000 0.020000, -0.033134 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000010 -0.000000 0.020000, -0.033134 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000010 -0.000000 0.020000, -0.033134 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000010 -0.000000 0.020000, -0.033135 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000010 -0.000000 0.020000, -0.033135 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000010 -0.000000 0.020000, -0.033135 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000010 -0.000000 0.020000, -0.033135 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000010 -0.000000 0.020000, -0.033135 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000010 -0.000000 0.020000, -0.033135 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000010 -0.000000 0.020000, -0.033135 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000010 -0.000000 0.020000, -0.033135 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000010 -0.000000 0.020000, -0.033135 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000010 -0.000000 0.020000, -0.033135 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000010 -0.000000 0.020000, -0.033135 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000010 -0.000000 0.020000, -0.033135 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000010 -0.000000 0.020000, -0.033135 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000011 -0.000000 0.020000, -0.033135 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000011 -0.000000 0.020000, -0.033135 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000011 -0.000000 0.020000, -0.033135 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000011 -0.000000 0.020000, -0.033135 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000011 -0.000000 0.020000, -0.033136 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000011 -0.000000 0.020000, -0.033136 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000011 -0.000000 0.020000, -0.033136 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000011 -0.000000 0.020000, -0.033136 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000011 -0.000000 0.020000, -0.033136 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000011 -0.000000 0.020000, -0.033136 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000011 -0.000000 0.020000, -0.033136 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000011 -0.000000 0.020000, -0.033136 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000011 -0.000000 0.020000, -0.033136 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000011 -0.000000 0.020000, -0.033136 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000011 -0.000000 0.020000, -0.033136 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000011 -0.000000 0.020000, -0.033136 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000011 -0.000000 0.020000, -0.033136 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000012 -0.000000 0.020000, -0.033136 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000012 -0.000000 0.020000, -0.033136 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000012 -0.000000 0.020000, -0.033136 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000012 -0.000000 0.020000, -0.033137 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000012 -0.000000 0.020000, -0.033137 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000012 -0.000000 0.020000, -0.033137 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000012 -0.000000 0.020000, -0.033137 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000012 -0.000000 0.020000, -0.033137 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000012 -0.000000 0.020000, -0.033137 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000012 -0.000000 0.020000, -0.033137 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000012 -0.000000 0.020000, -0.033137 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000012 -0.000000 0.020000, -0.033137 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000012 -0.000000 0.020000, -0.033137 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000012 -0.000000 0.020000, -0.033137 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000012 -0.000000 0.020000, -0.033137 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000012 -0.000000 0.020000, -0.033137 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000013 -0.000000 0.020000, -0.033137 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000013 -0.000000 0.020000, -0.033137 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000013 -0.000000 0.020000, -0.033137 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000013 -0.000000 0.020000, -0.033137 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000013 -0.000000 0.020000, -0.033138 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000013 -0.000000 0.020000, -0.033138 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000013 -0.000000 0.020000, -0.033138 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000013 -0.000000 0.020000, -0.033138 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000013 -0.000000 0.020000, -0.033138 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000013 -0.000000 0.020000, -0.033138 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000013 -0.000000 0.020000, -0.033138 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000013 -0.000000 0.020000, -0.033138 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000013 -0.000000 0.020000, -0.033138 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000013 -0.000000 0.020000, -0.033138 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000013 -0.000000 0.020000, -0.033138 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000013 -0.000000 0.020000, -0.033138 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000013 -0.000000 0.020000, -0.033138 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000014 -0.000000 0.020000, -0.033138 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000014 -0.000000 0.020000, -0.033138 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000014 -0.000000 0.020000, -0.033138 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000014 -0.000000 0.020000, -0.033139 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000014 -0.000000 0.020000, -0.033139 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000014 -0.000000 0.020000, -0.033139 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000014 -0.000000 0.020000, -0.033139 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000014 -0.000000 0.020000, -0.033139 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000014 -0.000000 0.020000, -0.033139 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000014 -0.000000 0.020000, -0.033139 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000014 -0.000000 0.020000, -0.033139 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000014 -0.000000 0.020000, -0.033139 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000014 -0.000000 0.020000, -0.033139 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000014 -0.000000 0.020000, -0.033139 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000014 -0.000000 0.020000, -0.033139 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000014 -0.000000 0.020000, -0.033139 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000015 -0.000000 0.020000, -0.033139 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000015 -0.000000 0.020000, -0.033139 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000015 -0.000000 0.020000, -0.033139 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000015 -0.000000 0.020000, -0.033139 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000015 -0.000000 0.020000, -0.033140 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000015 -0.000000 0.020000, -0.033140 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000015 -0.000000 0.020000, -0.033140 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000015 -0.000000 0.020000, -0.033140 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000015 -0.000000 0.020000, -0.033140 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000015 -0.000000 0.020000, -0.033140 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000015 -0.000000 0.020000, -0.033140 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000015 -0.000000 0.020000, -0.033140 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000015 -0.000000 0.020000, -0.033140 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000015 -0.000000 0.020000, -0.033140 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000015 -0.000000 0.020000, -0.033140 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000015 -0.000000 0.020000, -0.033140 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000015 -0.000000 0.020000, -0.033140 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000016 -0.000000 0.020000, -0.033140 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000016 -0.000000 0.020000, -0.033140 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000016 -0.000000 0.020000, -0.033140 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000016 -0.000000 0.020000, -0.033141 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000016 -0.000000 0.020000, -0.033141 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000016 -0.000000 0.020000, -0.033141 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000016 -0.000000 0.020000, -0.033141 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000016 -0.000000 0.020000, -0.033141 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000016 -0.000000 0.020000, -0.033141 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000016 -0.000000 0.020000, -0.033141 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000016 -0.000000 0.020000, -0.033141 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000016 -0.000000 0.020000, -0.033141 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000016 -0.000000 0.020000, -0.033141 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000016 -0.000000 0.020000, -0.033141 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000016 -0.000000 0.020000, -0.033141 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000016 -0.000000 0.020000, -0.033141 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000016 -0.000000 0.020000, -0.033141 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000017 -0.000000 0.020000, -0.033141 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000017 -0.000000 0.020000, -0.033141 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000017 -0.000000 0.020000, -0.033141 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000017 -0.000000 0.020000, -0.033142 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000017 -0.000000 0.020000, -0.033142 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000017 -0.000000 0.020000, -0.033142 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000017 -0.000000 0.020000, -0.033142 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000017 -0.000000 0.020000, -0.033142 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000017 -0.000000 0.020000, -0.033142 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000017 -0.000000 0.020000, -0.033142 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000017 -0.000000 0.020000, -0.033142 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000017 -0.000000 0.020000, -0.033142 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000017 -0.000000 0.020000, -0.033142 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000017 -0.000000 0.020000, -0.033142 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000017 -0.000000 0.020000, -0.033142 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000017 -0.000000 0.020000, -0.033142 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000018 -0.000000 0.020000, -0.033142 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000018 -0.000000 0.020000, -0.033142 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000018 -0.000000 0.020000, -0.033142 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000018 -0.000000 0.020000, -0.033143 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000018 -0.000000 0.020000, -0.033143 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000018 -0.000000 0.020000, -0.033143 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000018 -0.000000 0.020000, -0.033143 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000018 -0.000000 0.020000, -0.033143 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000018 -0.000000 0.020000, -0.033143 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000018 -0.000000 0.020000, -0.033143 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000018 -0.000000 0.020000, -0.033143 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000018 -0.000000 0.020000, -0.033143 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000018 -0.000000 0.020000, -0.033143 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000018 -0.000000 0.020000, -0.033143 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000018 -0.000000 0.020000, -0.033143 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000018 -0.000000 0.020000, -0.033143 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000018 -0.000000 0.020000, -0.033143 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000019 -0.000000 0.020000, -0.033143 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000019 -0.000000 0.020000, -0.033143 -0.000000 0.070000, 
0.000000 0.000000 0.000000, -0.000019 -0.000000 0.020000, -0.033143 -0.000000 0.070000, 
