,x,y
0,58.0,981.2445816721223
1,62.686868686868685,951.1184021468515
2,67.37373737373737,930.0185538662405
3,72.06060606060606,914.4875440311661
4,76.74747474747474,902.14137173439
5,81.43434343434343,891.4628997983575
6,86.12121212121212,881.5952266129929
7,90.8080808080808,872.1350579734976
8,95.4949494949495,862.927737646884
9,100.18181818181819,853.9054048856848
10,104.86868686868686,845.0346280383361
11,109.55555555555556,836.3071651067337
12,114.24242424242425,827.7323830325287
13,118.92929292929293,819.3296769834218
14,123.61616161616162,811.1209564476003
15,128.3030303030303,803.1248683398467
16,132.989898989899,795.3554294449764
17,137.67676767676767,787.8223958729458
18,142.36363636363637,780.5316993221064
19,147.05050505050505,773.4858833424533
20,151.73737373737373,766.6845395988792
21,156.42424242424244,760.1247441344236
22,161.11111111111111,753.8014936335265
23,165.7979797979798,747.7081416852769
24,170.4848484848485,741.8368350466673
25,175.17171717171718,736.1789499058427
26,179.85858585858585,730.7255246184495
27,184.54545454545456,725.4676007444663
28,189.23232323232324,720.3963313093515
29,193.91919191919192,715.5029973656711
30,198.6060606060606,710.779021027826
31,203.2929292929293,706.215978506779
32,207.97979797979798,701.8056131447801
33,212.66666666666666,697.5398484500921
34,217.35353535353536,693.4108011317187
35,222.04040404040404,689.4107941341284
36,226.72727272727272,685.5323696719834
37,231.41414141414143,681.7683022648635
38,236.1010101010101,678.1116117719939
39,240.78787878787878,674.55557642697
40,245.47474747474746,671.0937458724841
41,250.16161616161617,667.7199541950533
42,254.84848484848484,664.4283329597436
43,259.5353535353535,661.2133242448964
44,264.22222222222223,658.0696936768558
45,268.9090909090909,654.9925434646943
46,273.5959595959596,651.9773254349383
47,278.2828282828283,649.0198540662956
48,282.969696969697,646.1163195243806
49,287.65656565656565,643.2633006964413
50,292.34343434343435,640.4577782260843
51,297.030303030303,637.6971472419827
52,301.7171717171717,634.9792221300411
53,306.4040404040404,632.3022211082016
54,311.0909090909091,629.6647428447081
55,315.77777777777777,627.065742770353
56,320.4646464646465,624.5045093907215
57,325.1515151515151,621.9806405984367
58,329.83838383838383,619.4940199854061
59,334.52525252525254,617.0447931550657
60,339.2121212121212,614.6333440346261
61,343.8989898989899,612.2602711873175
62,348.5858585858586,609.9263641246345
63,353.27272727272725,607.6325796185824
64,357.95959595959596,605.3800180139217
65,362.64646464646466,603.1698995404138
66,367.3333333333333,601.003540625066
67,372.020202020202,598.8823302043771
68,376.7070707070707,596.8077060365825
69,381.3939393939394,594.7811310138995
70,386.0808080808081,592.8040694747729
71,390.7676767676768,590.87796351612
72,395.45454545454544,589.0042093055755
73,400.14141414141415,587.1841333937375
74,404.82828282828285,585.4189690264129
75,409.5151515151515,583.709832456862
76,414.2020202020202,582.0576992580441
77,418.8888888888889,580.4633806348631
78,423.57575757575756,578.9274997364123
79,428.26262626262627,577.45046796822
80,432.9494949494949,576.0324613044944
81,437.6363636363636,574.6733966003701
82,442.32323232323233,573.3729079041516
83,447.010101010101,572.1303227695604
84,451.6969696969697,570.9446385679781
85,456.3838383838384,569.8144988006945
86,461.07070707070704,568.7381694111505
87,465.75757575757575,567.7135150971844
88,470.44444444444446,566.7379756232777
89,475.1313131313131,565.8085421327993
90,479.8181818181818,564.9217334602508
91,484.5050505050505,564.0735724435136
92,489.19191919191917,563.2595622360916
93,493.8787878787879,562.4746626193588
94,498.5656565656566,561.7132663148029
95,503.25252525252523,560.9691752962716
96,507.93939393939394,560.2355771022177
97,512.6262626262626,559.5050211479439
98,517.3131313131313,558.7693950378489
99,522.0,558.019900877672
