,x,y
0,46.0,434.35261680713467
1,52.686868686868685,426.46554650596386
2,59.37373737373737,418.84650692573956
3,66.06060606060606,411.4845041248991
4,72.74747474747474,404.3689258745767
5,79.43434343434343,397.48953480250395
6,86.12121212121212,390.83646153690586
7,92.8080808080808,384.4001978503996
8,99.4949494949495,378.1715898038915
9,106.18181818181819,372.14183089047583
10,112.86868686868686,366.3024551793323
11,119.55555555555556,360.6453304596229
12,126.24242424242425,355.16265138439144
13,132.92929292929293,349.84693261446023
14,139.6161616161616,344.69100196232864
15,146.3030303030303,339.6879935360706
16,152.989898989899,334.8313408832317
17,159.67676767676767,330.1147701347285
18,166.36363636363637,325.5322931487454
19,173.05050505050505,321.0782006546327
20,179.73737373737373,316.7470553968046
21,186.42424242424244,312.53368527863626
22,193.11111111111111,308.43317650636374
23,199.7979797979798,304.4408667329785
24,206.4848484848485,300.5523382021285
25,213.17171717171718,296.7634108920145
26,219.85858585858585,293.0701356592876
27,226.54545454545453,289.46878738294765
28,233.23232323232324,285.95585810824133
29,239.91919191919192,282.5280501905594
30,246.6060606060606,279.18226943933496
31,253.2929292929293,275.9156182619412
32,259.979797979798,272.72538880758896
33,266.66666666666663,269.6090561112249
34,273.35353535353534,266.56427123742924
35,280.04040404040404,263.5888544243135
36,286.72727272727275,260.68078822741893
37,293.41414141414145,257.83821066361315
38,300.1010101010101,255.05940835498927
39,306.7878787878788,252.34280967276294
40,313.47474747474746,249.6869778811704
41,320.16161616161617,247.0906042813664
42,326.8484848484849,244.5525013553222
43,333.5353535353535,242.07159590972282
44,340.22222222222223,239.6469222198656
45,346.90909090909093,237.27761517355754
46,353.5959595959596,234.9629034150134
47,360.2828282828283,232.70210248875338
48,366.969696969697,230.49460798350117
49,373.65656565656565,228.3398886760816
50,380.34343434343435,226.23747967531847
51,387.030303030303,224.18697556593258
52,393.7171717171717,222.18802355243935
53,400.4040404040404,220.24031660304706
54,407.09090909090907,218.34358659355402
55,413.77777777777777,216.49759745124712
56,420.4646464646465,214.7021382987991
57,427.1515151515151,212.9570165981669
58,433.83838383838383,211.26205129448903
59,440.52525252525254,209.61706595998396
60,447.2121212121212,208.02188193784724
61,453.8989898989899,206.4763114861499
62,460.5858585858586,204.98015092173634
63,467.27272727272725,203.53317376412159
64,473.95959595959596,202.13512387938988
65,480.64646464646466,200.78570862409197
66,487.3333333333333,199.48459198914313
67,494.020202020202,198.23138774372103
68,500.7070707070707,197.02565257916368
69,507.3939393939394,195.86687925286705
70,514.0808080808081,194.75448973218298
71,520.7676767676768,193.6878283383171
72,527.4545454545455,192.6661548902268
73,534.1414141414141,191.68863784851862
74,540.8282828282829,190.7543474593466
75,547.5151515151515,189.86224889830982
76,554.2020202020202,189.01119541435025
77,560.8888888888889,188.1999214736509
78,567.5757575757576,187.4270359035332
79,574.2626262626262,186.69101503635517
80,580.9494949494949,185.99019585340923
81,587.6363636363636,185.32276912881989
82,594.3232323232323,184.6867725734416
83,601.010101010101,184.08008397875696
84,607.6969696969697,183.50041436077402
85,614.3838383838383,182.94530110392458
86,621.070707070707,182.4121011049616
87,627.7575757575758,181.8979839168575
88,634.4444444444445,181.39992489270168
89,641.1313131313132,180.91469832959842
90,647.8181818181819,180.43887061256504
91,654.5050505050505,179.96879335842902
92,661.1919191919192,179.50059655972674
93,667.8787878787879,179.03018172860052
94,674.5656565656566,178.5532150406971
95,681.2525252525253,178.06512047906503
96,687.939393939394,177.56107297805275
97,694.6262626262626,177.03599156720642
98,701.3131313131313,176.4845325151676
99,708.0,175.90108247357122
