,x,y
0,82.0,870.7049823708602
1,87.84848484848484,855.2658195046871
2,93.6969696969697,841.4845290596194
3,99.54545454545455,829.1454024894219
4,105.39393939393939,818.0533309678655
5,111.24242424242425,808.0327616759753
6,117.0909090909091,798.9266540892814
7,122.93939393939394,790.5954362650635
8,128.78787878787878,782.9159611296024
9,134.63636363636363,775.7804627654259
10,140.4848484848485,769.0955126985592
11,146.33333333333331,762.7809761857719
12,152.1818181818182,756.7689685018256
13,158.03030303030303,751.0028112267248
14,163.87878787878788,745.4359900343821
15,169.72727272727275,740.0311515182113
16,175.57575757575756,734.7591991104432
17,181.42424242424244,729.598428038363
18,187.27272727272728,724.5336617819713
19,193.12121212121212,719.555388531641
20,198.96969696969697,714.6588976457773
21,204.8181818181818,709.8434161084762
22,210.66666666666666,705.1112449871823
23,216.51515151515153,700.4668958903497
24,222.36363636363637,695.9162274250988
25,228.21212121212122,691.4655816548758
26,234.06060606060606,687.1209283600863
27,239.9090909090909,682.8872121760527
28,245.75757575757575,678.7682147272611
29,251.60606060606062,674.7666196389335
30,257.4545454545455,670.8840853515752
31,263.3030303030303,667.121317935518
32,269.1515151515151,663.4781439054705
33,275.0,659.9535830350608
34,280.8484848484849,656.5459211713847
35,286.6969696969697,653.2527830495517
36,292.54545454545456,650.0712051072309
37,298.3939393939394,646.9977082991967
38,304.24242424242425,644.0283709118769
39,310.0909090909091,641.1589013778971
40,315.93939393939394,638.384711090627
41,321.78787878787875,635.7009872187283
42,327.6363636363636,633.1027655206991
43,333.4848484848485,630.5850031594214
44,339.3333333333333,628.1426515167071
45,345.1818181818182,625.7707290078433
46,351.03030303030306,623.4643938961395
47,356.8787878787879,621.2190171074741
48,362.72727272727275,619.0302550448396
49,368.57575757575756,616.8941224028896
50,374.42424242424244,614.8070649824851
51,380.27272727272725,612.7660315784987
52,386.1212121212121,610.7685217723412
53,391.969696969697,608.8125725595496
54,397.8181818181818,606.8967208820976
55,403.6666666666667,605.019965233962
56,409.5151515151515,603.1817272666925
57,415.3636363636364,601.3818133949788
58,421.21212121212125,599.6203764022199
59,427.06060606060606,597.8978770460913
60,432.90909090909093,596.215045664113
61,438.75757575757575,594.5728437792184
62,444.6060606060606,592.9724257053225
63,450.45454545454544,591.4151001528892
64,456.3030303030303,589.9022918345
65,462.1515151515152,588.4355030704229
66,468.0,587.0162753941786
67,473.8484848484849,585.646151158111
68,479.6969696969697,584.3266351389531
69,485.54545454545456,583.0591561433972
70,491.3939393939394,581.8450286136618
71,497.24242424242425,580.68541423306
72,503.0909090909091,579.5812835315679
73,508.93939393939394,578.5333774913928
74,514.7878787878788,577.5421691525403
75,520.6363636363636,576.6078252183845
76,526.4848484848485,575.7301676612344
77,532.3333333333334,574.9086353279029
78,538.1818181818182,574.1422455452741
79,544.030303030303,573.429555725873
80,549.8787878787879,572.7686249734319
81,555.7272727272727,572.1569756884601
82,561.5757575757575,571.5915551738107
83,567.4242424242425,571.0686972402499
84,573.2727272727273,570.5840838120245
85,579.1212121212121,570.1327065324306
86,584.969696969697,569.7088283693803
87,590.8181818181818,569.3059452209725
88,596.6666666666666,568.9167475210583
89,602.5151515151515,568.533081844811
90,608.3636363636364,568.1459125142934
91,614.2121212121212,567.7452832040261
92,620.0606060606061,567.3202785465562
93,625.9090909090909,566.8589857380247
94,631.7575757575758,566.3484561437349
95,637.6060606060606,565.7746669037208
96,643.4545454545455,565.1224825383151
97,649.3030303030304,564.3756165537172
98,655.1515151515151,563.5165930475619
99,661.0,562.5267083144867
